Date,Product Name,Base Price (AED),Final Price (AED),Discount,Stock Status,Available Qty,Product URL
2025-05-26,"ASUS ProArt P602 Wood Edition Mid Tower Computer Case, 2x 200mm Front & 140mm Pre-Installed Fans, Up to 420mm Radiator & 6x Fan Support, Dust Protection, Tempered Glass Panel, Black | 90DC00J0-B09010",955.00,955.00,,,,https://uae.microless.com/product/asus-proart-p602-wood-edition-mid-tower-computer-case-2x-200mm-front-140mm-pre-installed-fans-up-to-420mm-radiator-6x-fan-support-dust-protection-tempered-glass-panel-black-90dc00j0-b09010/
2025-05-26,"HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Computer Case, 14.5"" 688 x 2560 (2.5K) Touch Display, Up to 10 Fans & 360mm Radiator Support, White-Black | CS-HYTE-Y70TI-WB",2199.75,1895.00,14,In stock,4,https://uae.microless.com/product/hyte-y70-touch-infinite-dual-chamber-mid-tower-atx-computer-case-14-5-688-x-2560-2-5k-touch-display-up-to-10-fans-360mm-radiator-support-white-black-cs-hyte-y70ti-wb/
2025-05-26,"HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX PC Gaming Case, Supports Up to 360mm Radiator & 10x 120mm Fans, Nexus Touch, 1x USB-C 3.2 Gen 2, 2x USB-A 3.2 Gen 1, Snow White | CS-HYTE-Y70TI-WW",2199.75,1860.00,15,In stock,6,https://uae.microless.com/product/hyte-y70-touch-infinite-dual-chamber-mid-tower-atx-pc-gaming-case-supports-up-to-360mm-radiator-10x-120mm-fans-nexus-touch-1x-usb-c-3-2-gen-2-2x-usb-a-3-2-gen-1-snow-white-cs-hyte-y70ti-ww/
2025-05-26,"ASUS TUF Gaming GT302 aRGB Mid Tower Computer Case, 4x Pre-Installed Fan 140mm aRGB Fans, Up to 360mm Radiator & 7x Fan Support, 1x 3.5mm, 2x USB-A, & 1x USB-C I/O, Black | 90DC00I0-B19000",577.50,535.50,7,,,https://uae.microless.com/product/asus-tuf-gaming-gt302-argb-mid-tower-computer-case-4x-pre-installed-fan-140mm-argb-fans-up-to-360mm-radiator-7x-fan-support-1x-3-5mm-2x-usb-a-1x-usb-c-i-o-black-90dc00i0-b19000/
2025-05-26,"Lian-Li A3-mATX Micro Computer Case, Up to 360mm Radiator & 10x Fan Support, Side & Top Steel Mesh Panels, 26.3L Minimalistic Sleek Design, White (Wood Edition) | A3-mATX-WD",375.00,375.00,,,,https://uae.microless.com/product/lian-li-a3-matx-micro-computer-case-up-to-360mm-radiator-10x-fan-support-side-top-steel-mesh-panels-26-3l-minimalistic-sleek-design-white-wood-edition-a3-matx-wd/
2025-05-26,"Gigabyte C102 Glass Mid m-ATX Tower Case, 2x Pre-Installed 120mm Fans, Up to 360mm Radiator Support, 10x Fan Support, Dust Filters, 4mm Tempered Glass Side Panel, Black | C102G-M-ATX",199.50,199.50,,,,https://uae.microless.com/product/gigabyte-c102-glass-mid-m-atx-tower-case-2x-pre-installed-120mm-fans-up-to-360mm-radiator-support-10x-fan-support-dust-filters-4mm-tempered-glass-side-panel-black-c102g-m-atx/
2025-05-26,"Gigabyte C301 Glass V2 Mid ATX Case, 4x Pre-Installed ARGB Fans, Up to 360mm Radiator Support, RGB Lighting, Dust Filter, Full-Size Tempered Glass Side Panel, White | C301GW-V2-ATX",346.50,315.00,9,,,https://uae.microless.com/product/gigabyte-c301-glass-v2-mid-atx-case-4x-pre-installed-argb-fans-up-to-360mm-radiator-support-rgb-lighting-dust-filter-full-size-tempered-glass-side-panel-white-c301gw-v2-atx/
2025-05-26,"Thermaltake View 170 TG ARGB M-ATX Computer Case, 3x 120mm ARGB Lite Pre-Installed Fans, Up to 280mm Radiator & 7x Fan Support, USB 3.0 x2, HD Audio x1 Interfaces, Black | CA-1Z4-00M1WN-00",294.00,249.00,15,,,https://uae.microless.com/product/thermaltake-view-170-tg-argb-m-atx-computer-case-3x-120mm-argb-lite-pre-installed-fans-up-to-280mm-radiator-7x-fan-support-usb-3-0-x2-hd-audio-x1-interfaces-black-ca-1z4-00m1wn-00/
2025-05-26,"MSI MAG Forge 120A Airflow ATX Mid Tower Computer Case, 6x Pre-Installed Case Fans, Up to 240mm Radiator Support, 2.5"" / 3.5"" Drive Bays, Tempered Glass Window, Mesh Panel, Black | 306-7G23A21-809",315.00,249.00,21,,,https://uae.microless.com/product/msi-mag-forge-120a-airflow-atx-mid-tower-computer-case-6x-pre-installed-case-fans-up-to-240mm-radiator-support-2-5-3-5-drive-bays-tempered-glass-window-mesh-panel-black-306-7g23a21-809/
2025-05-26,"Corsair 6500X Mid-Tower Dual Chamber PC Case, Panoramic Tempered Glass, Support Up to 10x 120mm Fans, Up to 360mm Radiator, Reverse Connection Motherboard Compatible, Black/Walnut Wood | CC-9011282-WW",932.00,910.00,2,,,https://uae.microless.com/product/corsair-6500x-mid-tower-dual-chamber-pc-case-panoramic-tempered-glass-support-up-to-10x-120mm-fans-up-to-360mm-radiator-reverse-connection-motherboard-compatible-black-walnut-wood-cc-9011282-ww/
2025-05-26,"Lian Li O11D EVO RGB Automobili Lamborghini Edition Tower Computer Case, Up to 420mm Radiator & 9x Fan Support, 5″ LCD Display, 4mm Tempered Glass Panel Material, Black | G99.O11DERGBL.00",1365.00,1144.50,16,In stock,10,https://uae.microless.com/product/lian-li-o11d-evo-rgb-automobili-lamborghini-edition-tower-computer-case-up-to-420mm-radiator-9x-fan-support-5-lcd-display-4mm-tempered-glass-panel-material-black-g99-o11dergbl-00/
2025-05-26,"Lian Li Lancool 207 Mid Tower Case, 2x 140mm & 2x 120mm Pre-Installed Fan, Up to 360mm Radiator & 8x Fan Support, Steel & 4mm Tempered Glass Support, White | G99.LAN207RW.00",335.00,335.00,,,,https://uae.microless.com/product/lian-li-lancool-207-mid-tower-case-2x-140mm-2x-120mm-pre-installed-fan-up-to-360mm-radiator-8x-fan-support-steel-4mm-tempered-glass-support-white-g99-lan207rw-00/
2025-05-26,"Lian Li Lancool 216 X ATX Mid Tower Computer Case, Steel + 4mm Tempered Glass Materials, Up to 360mm Radiator Support, Up to 10 Fans, Cable Management, Removable Top Bracket, Black | G99.LAN216X.00",367.34,367.34,,,,https://uae.microless.com/product/lian-li-lancool-216-x-atx-mid-tower-computer-case-steel-4mm-tempered-glass-materials-up-to-360mm-radiator-support-up-to-10-fans-cable-management-removable-top-bracket-black-g99-lan216x-00/
2025-05-26,"Fractal Terra Small Factor Mini ITX SFX Gaming Case, 2x 2.5"" Drive Mounts, 120mm Fan Size, 120mm Radiator Size, Expansion Slots 3 (Max GPU Mode), USB Type-C 20Gbps, Silver |  FD-C-TER1N-02",865.00,830.00,4,,,https://uae.microless.com/product/fractal-terra-small-factor-mini-itx-sfx-gaming-case-2x-2-5-drive-mounts-120mm-fan-size-120mm-radiator-size-expansion-slots-3-max-gpu-mode-usb-type-c-20gbps-silver-fd-c-ter1n-02/
2025-05-26,"DeepCool CG530 4F ATX Computer Case, 4x 120mm Pre-Installed aRGB Fans, Up to 360mm Radiator & Up to 10x Max Fan Support, ABS + SPCC + Tempered Glass materials, Black | R-CG530-BKADA4-G-1",375.50,375.50,,,,https://uae.microless.com/product/deepcool-cg530-4f-atx-computer-case-4x-120mm-pre-installed-argb-fans-up-to-360mm-radiator-up-to-10x-max-fan-support-abs-spcc-tempered-glass-materials-black-r-cg530-bkada4-g-1/
2025-05-26,"HYTE Revolt 3 Premium ITX Small Form Factor Case, Supports 1 HDD and up to 2 x 2.5"" SSDs, Internal 3.5 Bays, 2x Internal 2.5 Bays, 280 mm Radiator Support, Black | CS-HYTE-REVOLT3-B",525.00,525.00,,,,https://uae.microless.com/product/hyte-revolt-3-premium-itx-small-form-factor-case-supports-1-hdd-and-up-to-2-x-2-5-ssds-internal-3-5-bays-2x-internal-2-5-bays-280-mm-radiator-support-black-cs-hyte-revolt3-b/
2025-05-26,"DeepCool CH160 BK Mini-ITX Computer Case, ABS+SPCC+Tempered Glass Materials, 3 Expansion Slots, x2USB3.0/Audio/1xGen2 Type-C Port, Black | R-CH160-BKNGI0-G-1",259.00,259.00,,,,https://uae.microless.com/product/deepcool-ch160-bk-mini-itx-computer-case-abs-spcc-tempered-glass-materials-3-expansion-slots-x2usb3-0-audio-1xgen2-type-c-port-black-r-ch160-bkngi0-g-1/
2025-05-26,"MSI MAG PANO M100R PZ Micro ATX Gaming Case, 270° Pano Temp Glass Panel, 4* aRGB Fans & Up to 360mm AIO, 1x 2.5""/3.5 Drive Bay, Support Back-Connect Motherboard, USB-/ USB-A, Black | 306-7G24R21-809",472.50,375.00,21,,,https://uae.microless.com/product/msi-mag-pano-m100r-pz-micro-atx-gaming-case-270-pano-temp-glass-panel-4-argb-fans-up-to-360mm-aio-1x-2-5-3-5-drive-bay-support-back-connect-motherboard-usb-usb-a-black-306-7g24r21-809/
2025-05-26,"NZXT H6 Flow RGB Compact Dual-Chamber Airflow Mid-Tower ATX Case, Panoramic Glass Panels, Up to 360 mm Radiator & 3x 120mm RGB Fans, Cable Mgt, USB-C 3.2 / USB-A 3.2, White | CC-H61FW-R1",648.90,519.00,20,,,https://uae.microless.com/product/nzxt-h6-flow-rgb-compact-dual-chamber-airflow-mid-tower-atx-case-panoramic-glass-panels-up-to-360-mm-radiator-3x-120mm-rgb-fans-cable-mgt-usb-c-3-2-usb-a-3-2-white-cc-h61fw-r1-600/
2025-05-26,"NZXT H6 Flow Compact Dual-Chamber Airflow Mid-Tower ATX Case, Panoramic Glass Panels, Up to 360 mm Radiator & 3x 120mm F120Q Fans, Cable Management, USB-C 3.2 / USB-A 3.2, White | CC-H61FW-01",540.75,439.01,19,,,https://uae.microless.com/product/nzxt-h6-flow-compact-dual-chamber-airflow-mid-tower-atx-case-panoramic-glass-panels-up-to-360-mm-radiator-3x-120mm-f120q-fans-cable-management-usb-c-3-2-usb-a-3-2-white-cc-h61fw-01/
2025-05-26,"NZXT H9 Flow Dual-Chamber Mid-Tower ATX Gaming PC Case, High-Airflow Top Panel, Temp Glass Front & Side, Up to 360mm Radiator & 10x 120mm Fans Support, USB 3.2 Type-C & A Ports, Black | CM-H91FB-01",766.50,766.50,,,,https://uae.microless.com/product/nzxt-h9-flow-dual-chamber-mid-tower-atx-gaming-pc-case-high-airflow-top-panel-temp-glass-front-side-up-to-360mm-radiator-10x-120mm-fans-support-usb-3-2-type-c-a-ports-black-cm-h91fb-01/
2025-05-26,"Lian Li O11 Dynamic Evo E-ATX Computer Case, Tempered Glass, 220mm PSU Support, Movable IO Module, 120/140mm Fan, Radiator Support Up to 360mm, White | G99.O11DEW.00",751.64,593.25,21,,,https://uae.microless.com/product/lian-li-o11-dynamic-evo-e-atx-computer-case-tempered-glass-220mm-psu-support-movable-io-module-120-140mm-fan-radiator-support-up-to-360mm-white-g99-o11dew-00/
2025-05-26,"Cougar FV150 RGB ATX Mid Tower Case, 4x Pre-Installed ARGB Fans, Up to 360mm Radiator Support, 7+3 Expansion Slots, Vertical GPU Support, USB Type-C Gen 2, x2 USB-A 3.0, White | 385KA10.0002",330.75,300.00,9,,,https://uae.microless.com/product/cougar-fv150-rgb-atx-mid-tower-case-4x-pre-installed-argb-fans-up-to-360mm-radiator-support-7-3-expansion-slots-vertical-gpu-support-usb-type-c-gen-2-x2-usb-a-3-0-white-385ka10-0002/
2025-05-26,"Cooler Master Masterbox 520 ARGB ATX PC Case, 1x MasterFan Lite 120 & 3x CF120 ARGB Pre-Installed Fans, Up to 360mm Radiator, 7x Fan Support, Tempered Glass Side Panel, Black | MB520-KGNN-S01",424.62,424.62,,,,https://uae.microless.com/product/cooler-master-masterbox-520-argb-atx-pc-case-1x-masterfan-lite-120-3x-cf120-argb-pre-installed-fans-up-to-360mm-radiator-7x-fan-support-tempered-glass-side-panel-black-mb520-kgnn-s01/
2025-05-26,"Galax Revolution 07 ATX Computer Case, SPCC+Tempered Glass, Up to 360mm Radiator Support, Up to 330mm VGA Card Length,3x USB Ports/HD Audio Support I/O, White | G-CGG7AGWA4B0-GXLG",199.14,199.14,,,,https://uae.microless.com/product/galax-revolution-07-atx-computer-case-spcc-tempered-glass-up-to-360mm-radiator-support-up-to-330mm-vga-card-length-3x-usb-ports-hd-audio-support-i-o-white-g-cgg7agwa4b0-gxlg/
2025-05-26,"Lian Li O11D EVO RGB E-ATX Gaming Dual Chamber Case, ARGB Lighting Strips,Up to 420mm Radiator & 10* Fans, Cable Management, Front and Side Tempered Gass Panels, White | G99.O11DERGBW.00",659.00,659.00,,,,https://uae.microless.com/product/lian-li-o11d-evo-rgb-e-atx-gaming-dual-chamber-case-argb-lighting-strips-up-to-420mm-radiator-10-fans-cable-management-front-and-side-tempered-gass-panels-white-g99-o11dergbw-00/
2025-05-26,"Corsair iCUE 5000T RGB Mid Tower ATX PC Case, Tempered Glass, 360mm Radiator & 10x Fan Support, 3x 120mm Fan Included, 7 + 2 Vertical Expansion Slots, Black | CC-9011230-WW",1291.50,1291.50,,In stock,10,https://uae.microless.com/product/corsair-icue-5000t-rgb-mid-tower-atx-pc-case-tempered-glass-360mm-radiator-10x-fan-support-3x-120mm-fan-included-7-2-vertical-expansion-slots-black-cc-9011230-ww/
2025-05-26,"Lian Li O11 Dynamic Mini Snow White - White SECC, Aluminum, Tempered Glass, ATX, Mirco ATX , Mini ITX Mini Tower Computer Case | G99.O11DMI-S.00",581.96,429.00,26,,,https://uae.microless.com/product/lian-li-o11d-mini-snow-white-white-secc-aluminum-tempered-glass-atx-mirco-atx-mini-itx-mini-tower-computer-case-o11d-mini-sw-4718466009814/
2025-05-26,"DeepCool CH270 DIGITAL Micro-ATX Computer Case, Up to 360mm Radiator, Up to 6x 120mm Fan Support, 4x Expansion Slots, Tempered Glass Side Panel, Wraparound Mesh Panels, Black | R-CH270-BKNDM0-G-1",317.52,317.52,,,,https://uae.microless.com/product/deepcool-ch270-digital-micro-atx-computer-case-up-to-360mm-radiator-up-to-6x-120mm-fan-support-4x-expansion-slots-tempered-glass-side-panel-wraparound-mesh-panels-black-r-ch270-bkndm0-g-1/
2025-05-26,"Lian Li 011 Air Mid-Tower ATX Gaming Case, Tempered Glass Panel, Supports up to 120mm x 12 Fans & 360mm Radiators, 5 x Dust Filter, USB3.0 x2 ,USB3.1 Type-C x1, HD Audio, Black | 011AX",555.00,493.50,11,,,https://uae.microless.com/product/lian-li-011-air-mid-tower-atx-gaming-case-tempered-glass-panel-supports-up-to-120mm-x-12-fans-360mm-radiators-5-x-dust-filter-usb3-0-x2-usb3-1-type-c-x1-hd-audio-black-011ax/
2025-05-26,"Cougar MX220 RGB Mid Tower Computer Case, 4x 120mm aRGB Pre-Installed Fan, Up to 360mm Radiator & 6x Fan Support, Ultraslim Front Panel Mesh, Black | 382AC80.0001",249.00,249.00,,,,https://uae.microless.com/product/cougar-mx220-rgb-mid-tower-computer-case-4x-120mm-argb-pre-installed-fan-up-to-360mm-radiator-6x-fan-support-ultraslim-front-panel-mesh-black-382ac80-0001/
2025-05-26,"ASUS A23 Plus Computer Case, 4x Pre-Installed aRGB Fans, Up to 360mm Radiator & 7x 120mm Fan Support, 380mm Graphics Card Compatible, Front Panel USB Type-C I/O, White | 90DC00K3-B19010",389.00,365.00,6,,,https://uae.microless.com/product/asus-a23-plus-computer-case-4x-pre-installed-argb-fans-up-to-360mm-radiator-7x-120mm-fan-support-380mm-graphics-card-compatible-front-panel-usb-type-c-i-o-white-90dc00k3-b19010/
2025-05-26,"HYTE Y70 Touch Infinite Dual Chamber Mid-Tower ATX Computer Case, 14.5"" 688 x 2560 (2.5K) Touch Display, Up to 10 Fans & 360mm Radiator Support, Black | CS-HYTE-Y70TI-BB",2199.00,1845.00,16,In stock,6,https://uae.microless.com/product/hyte-y70-touch-infinite-dual-chamber-mid-tower-atx-computer-case-14-5-688-x-2560-2-5k-touch-display-up-to-10-fans-360mm-radiator-support-black-cs-hyte-y70ti-bb/
2025-05-26,"Gigabyte C102 Glass Ice Micro ATX Computer Case, 2x Pre-Installed 120mm Fans, Up to 360mm Radiator Support, 10x Fan Support, Dust Filters, 4mm Tempered Glass Side Panel, Ice | C102GI-M-ATX",210.00,210.00,,,,https://uae.microless.com/product/gigabyte-c102-glass-ice-micro-atx-computer-case-2x-pre-installed-120mm-fans-up-to-360mm-radiator-support-10x-fan-support-dust-filters-4mm-tempered-glass-side-panel-ice-c102gi-m-atx/
2025-05-26,"Thermaltake CTE E550 TG Mid Tower ATX Case, 3 Tempered Glass Panels Hidden-Connector Motherboard Support Three-Way VGA Installations Dual Chamber Design, Black | CA-1Z8-00M1WN-00",656.25,565.01,14,,,https://uae.microless.com/product/thermaltake-cte-e550-tg-gravel-sand-mid-tower-atx-case-3-tempered-glass-panels-hidden-connector-motherboard-support-three-way-vga-installations-dual-chamber-design-black-ca-1z8-00m1wn-00/
2025-05-26,"Aerocool CS-107 FRGB Mini Tower Case With Compact Chassis Design, Up to 240mm Radiator Support, 3 x 120mm FRGB Fans, ABS+Steel, USB3.0 x 1, USB2.0 x 1, 3.5mm Jacks, Black | CS-107-A-BK-V2",157.50,157.50,,,,https://uae.microless.com/product/aerocool-cs-107-frgb-mini-tower-case-with-compact-chassis-design-up-to-240mm-radiator-support-3-x-120mm-frgb-fans-abs-steel-usb3-0-x-1-usb2-0-x-1-3-5mm-jacks-black-cs-107-a-bk-v2/
2025-05-26,"Azza Pyramid 804 ATX Tower Computer Case, 120mm Hurricane II Digital RGB Fan Included, Up to 360mm Radiator & 4x Fans Support, SPCC + Aluminum + Tempered Glass Materials, Black | CSAZ-804L",1499.00,1260.00,16,In stock,10,https://uae.microless.com/product/azza-pyramid-804-atx-tower-computer-case-120mm-hurricane-ii-digital-rgb-fan-included-up-to-360mm-radiator-4x-fans-support-spcc-aluminum-tempered-glass-materials-black-csaz-804l/
